Sample	Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Atopobiaceae	Bacillaceae	Bacillales_unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Coriobacteriaceae	Corynebacteriaceae	Corynebacteriales_unclassified	Debaryomycetaceae	Dermabacteraceae	Desulfovibrionaceae	Dysgonamonadaceae	Eggerthellaceae	Enterobacterales_unclassified	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes_unclassified	Fusobacteriaceae	Hafniaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Malasseziaceae	Micrococcaceae	Moraxellaceae	Morganellaceae	Mycoplasmataceae	Neisseriaceae	Odoribacteraceae	Oscillospiraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Proteobacteria_unclassified	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharomycetaceae	Selenomonadaceae	Sphingobacteriaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Veillonellaceae	Xanthomonadaceae	Yersiniaceae
SRR3131814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.2618	0	0	0	0	0	0	0	0	37.04799	0	0	0	0	0	0	0	0	0	0	0.32503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36518	0	0	0	0	0	0
SRR3131816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16419	0	0	1.25668	0	0	0	0	97.06498	1.18222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33192	0	0	0	0	0	0
SRR3131818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10433	0	0	0	0	0	0	0	0	0	0	0	43.05432	26.54639	0	0	0	0	0	0	0	0	0	0	0	0	18.84935	0	0	0	0	0	0	0	0	4.35472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.09088	0	0
SRR3131820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81443	0	0	0	0.0837	0	0	0	0	0	0	0	71.01894	23.96276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12451	0	0	0	0	0	0	0	0	1.99566	0	0	0	0	0
SRR3131822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73375	0	0	0	0.07947	0	0	0	0	0	0	0	65.22931	30.93109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00534	2.15823	0	0	0.85372	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0
SRR3131824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83822	0	0	0	0	0	0	0	0	0	0	0	79.08579	16.89955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02281	0	0	0	0	0	0	0	0	0	0	0	2.15363	0	0	0	0	0
SRR3131826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.62677	1.37323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131828	0	0	0	0	0	0	0	0	0	0	0.16717	0	0	0	0	0.01884	0	0	0	0	0	14.74619	0	0	0	0	0	19.90702	4.96233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.20731	0	0	0	0	0	0	0	0	0	0	0	38.99114	0	0
SRR3131830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.36229	31.53973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83893	0	0	0	0	0	0	0	0.24187	0.01718	0	0	0	0	0
SRR3131834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131836	0	19.33493	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36393	0	0	0	0.48547	0	0	0.18369	0	0	0	0	0.28919	57.43168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52123	0	0	0	14.50784	0	0	0	0	0	0	0	0.27631	0	0	0	2.60573	0	0
SRR3131838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.32041	16.9803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.69929	0	0
SRR3131840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.63007	0.25398	0	0	0	0	0	0	0	0	0	0	0	0	1.11595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131842	0	1.53532	0	0	0	0	0	0.22649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10392	0	0	0	0	70.36757	8.46029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56006	0	0	0	18.74635	0	0
SRR3131844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.244	0	0	0	0	0	0	0	0	0	0	0	0	0	2.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18469	0	0	0	0	0	0	0	0	0	0	0	20.98799	1.34511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10503	0	0	0	0	0	0	0	0.39744	29.76658	0	0	42.21315	0	0
SRR3131848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.76709	0.19177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04115	0	0	0	0	0
SRR3131850	0	0.24217	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36672	0	0	0	0	0	0	0	0	0	0	0	80.80495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10663	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95903	0	0	0	16.5205	0	0
SRR3131852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.89204	2.35568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75228	0	0
SRR3131854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.35245	2.31916	0	0	0	0	0	0	0	0	0	0	0	0.66408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57917	0	0	0	55.08514	0	0
SRR3131856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07185	0	0	1.00206	0	0	0	0	28.65588	59.98012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12154	0	0	9.32943	0	0	0.82841	0	0	0	0	0	0	0	0.01069	0	0	0	0	0	0
SRR3131858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.53441	1.93649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.52909	0	0
SRR3131860	0	1.08171	0	0	0	0	0	0	0	0	23.79826	0	0	0	0	0.09001	0.02461	0	0	0	0	0	0	0	0	0	0	48.38326	4.35795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2676	0.4299	0	0	1.95216	0	0	0	12.96163	0	0	0	0.13088	0.49579	0	0	1.02625	0	0
SRR3131862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.34065	69.65935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131864	0	0	0	0	0	0	0	0.00672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.00786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23941	0	0	0	0	0	0	0	4.74601	0	0	0	0	0	0
SRR3131866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.35296	56.81802	0.40865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.95246	0	0	0	0	0	0	0	2.46792	0	0	0	0	0	0
SRR3131868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.73343	0	0	0	0	0	0	0	0	0	0	0	0.11615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947	0	0	0	0	0	74.12095	0	0	0	0	0	0
SRR3131870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.85548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.14452	0	0	0	0	0	0
SRR3131872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13246	0	0	0	0.06222	0	0	0	0	0	0	0	6.08558	9.73116	0	0	0	0	0	0	42.66107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14988	0	0	0	0	0	0	0	0.10462	0	0	0	41.07301	0	0
SRR3131874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.55567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44433	0	0	0	0	0	0
SRR3131876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0	0	2.52884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.02926	0	0	0	0	0	8.69576	0	0	0	0	0	0	0	43.74138	0	0	0	0	0	0
SRR3131878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11049	0	0	0	0.9191	0	0	0	0	0	0	0	74.56695	20.72621	0	3.55811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11914	0	0	0	0	0
SRR3131880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.30711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131882	0	23.43975	0	0	0	0	0	0	0	0	3.06465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.48631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.26658	0	0	17.7427	0	0
SRR3131884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.5179	1.4821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.28259	4.71741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131890	0	0.01684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28778	0	0	0	0	0	0	0.29099	0	0	0	0	53.25611	20.92912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07807	6.96521	0	0	0	0	0	0	0	0	0.04093	0	0	17.13495	0	0
SRR3131892	0	0.03614	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95183	0	0	0	0.00269	0	0	0.02236	0	0	0.30919	0	52.48938	0.17647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01887	0	0	0	0	0	0	0	0.29199	5.40745	0	0	37.29364	0	0
SRR3131894	0	0	0	0	0	0	0	0	0.02906	0	0	0	0	0	0	0.24393	0	0	0	0	0	0	0	0	0	0	0	79.24971	4.59735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15147	0	0	0	0	0	0	0	0	6.27729	0	0	9.45119	0	0
SRR3131896	0	24.94302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78659	0	0	0	0.18785	0	0	0.00378	0	0	0	0	0	59.47346	0	0	0	0	0	0	0	0	0	0	0.05384	0	0	0	0	0	0	0	0	0	1.76453	0	0	0	11.85538	0	0	0	0	0	0	0	0.47375	0.03976	0	0	0.41806	0	0
SRR3131899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41055	0	0.06485	0	0	0	0	0	19.51437	72.28743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15609	0	0	0	0	0	0	0	1.56671	0	0	0	0	0	0
SRR3131901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.7633	0.07186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16484	0	0
SRR3131903	0	0	0	0	0	0	0	0	0	0	68.87993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09545	0	0	0	0	0	0	0	5.92325	0	0	0	17.10137	0	0
SRR3131905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02669	0	0	0	0	0	0	0	86.75063	9.99488	0	3.06924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15856	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45611	0	0	0	0	0	0	0	0	0	0	0	0.44833	80.88925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.20631	0	0	0	0	0	0
SRR3131911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.17581	3.04773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71257	0	0	0	0	0	6.54645	0	0	0	0	0	0	0	6.43188	0	0	0	58.08556	0	0
SRR3131913	0	0	0	0	0	0	0	0	42.97325	0	3.24673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.55103	8.97055	0	0	0	0	0	0	1.2764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07335	0	3.69175	0	0	0.21694
SRR3131915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.03198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.74081	0.22721	0	0	0	0	0
SRR3131917	0	0.0398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.55023	3.4058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02014	0.58813	0.17026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22563	0	0
SRR3131919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.87104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39425	0	0	0	0	0	0	0	8.73472	0	0	0	0	0	0
SRR3131921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447	99.37872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61681	0	0	0	0	0	0
SRR3131923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.10327	38.58308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91808	0	0	0	0	0	0	0	1.39556	0	0	0	0	0	0
SRR3131925	0	0	0.02819	0	0	0	0	0	0	0	4.36151	0	0	0	0	0.28589	0	0	0	0	0	0	0	0	0	0	0	55.05994	8.90595	0	0	0	0	0	0	0	0.0455	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9274	0	0	4.70072	0	0	0	0	0	0	0	0.03925	0.01421	0	0	23.63145	0	0
SRR3131927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.48978	0	0	0	0	0	0	0	0	0	0	0	68.99867
SRR3131929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.98467	0	0	0	0	0	0
SRR3131931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0653	0	0	0	0	0	0	0	81.82638	17.57654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41865	0.11314	0	0	0	0	0
SRR3131933	0	0	0	0	0	0	0	0	0	0	0.00777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.85938	5.49064	0	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0	0	0	0	0	0	0	1.63347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10819	0	0	0	0.81731	0	0	0	0	0	0	0	90.46967	6.48969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00768	0.35744	0	0	0	1.38192	0	0	0	0	0	0	0	0.10747	0.0748	0	0	0.18582	0	0
SRR3131937	0	31.49228	0	0	0	0	0	0	0	0	20.60544	0	0	0	0	0.24993	0	0	0	0	0	0	0	0	0	0	0	25.0972	6.19456	0	0	0	0	0	0	0	0.92782	0	0	0	0	0	0	0	0	0	0	0	0	0.78523	0.02556	0	0	0	0	0	0	0	0	0	0	0	4.04769	0	0	10.57429	0	0
SRR3131939	0	0	0	0	0	0	0	0	0.01269	0	0	0	0	0	0	0.54113	0	0	0	1.10671	0	0	0	0	0	3.4373	0	87.186	7.48835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22783	0	0	0	0	0	0
SRR3131941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.36738	0	0	0	0	0	0	0	6.12868	0.50394	0	0	0	0	0
SRR3131943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.15841	0.66198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01427	0	0	0	0	0	0	0	0	0.16534	0	0	0	0	0
SRR3131945	0	0	0	0	0	0	0	0	0	0	31.41262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.5991	6.99927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06825	0.89023	0	0	0	0	0	0	0	0	0	0	0	0.03053	0	0	0	0	0
SRR3131947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53813	0	0	0	0	9.04111	27.13758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69548	0	0	0.02353	0	0	0	0	0	0	0	56.05204	0	0	0	0	0	3.51214
SRR3131949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9703	0	0	0	0	0	0	0	0	0	0	0	0	0	65.02269	0	0	0	0	0	0
SRR3131951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02875	0	0	0	0.15108	0	0	0	0	0	0	0	90.31853	4.87833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01234	4.41294	0	0	0.19803	0	0
SRR3131953	0	0	0	0	0	0	0	0	0.02406	0	0	0	0	0	0	65.6101	0	0	0	0	0	0	0	0	0	0	0	0	27.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18441	0	0	0	2.06207	0	0	0	0	0	0	0	4.76036	0	0	0	0	0	0
SRR3131955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00249	0	0	0	0	0	0	0	0	0	0	0	61.83761	0.39317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.33324	0	0	24.4335	0	0
SRR3131957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2796	0	0	0	0	26.03265	0	0	0	0	0	0	0	0	19.15845	0	0	0	0	0	0	0	0	0	0	0.7358	0	0	0	0	0	48.96089	0	0	0	0	0	0	0	4.83261	0	0	0	0	0	0
SRR3131959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82045	0	0	0	0	32.55241	62.50071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131961	0	0	0	0	0	0	0	0	0	0	42.15298	0	0	0	0	0	0	0	0	4.11277	0	0	0	0	0	0	0	51.72821	1.81115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08062	0	0	0	0	0	0.07194	0	0	0	0	0	0	0	0.04234	0	0	0	0	0	0
SRR3131963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
SRR3131965	0	0	0	0	0	0	0	0	40.46789	0	0	0	0	0	0	0	0	0	0	0.51556	0	0	0	0	0	0	0	58.50691	0.46626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04339	0	0	0	0	0	0
SRR3131967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7069	0	0	0	0	21.60925	63.82193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86192	0	0	0	0	0	0
SRR3131969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.5642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4358	0	0	0	0	0
SRR3131971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.55217	1.7521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79362	0	0	0	22.90211	0	0
SRR3131973	0	0.03947	0	0	0	0	0	0	0	0	38.56446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86421	0	0	0	0	0	0	0	0	7.05606	0	0	0	0	0	0	0	0	0	0	0	0	0.07704	0	0	0	47.20779	0	0	0	0	0	0	0	0.94318	0	0	0	4.24778	0	0
SRR3131975	0	0.02655	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3728	0	0	0	0	0	0	0	0	0	0	0	82.65404	4.62251	0	2.16923	0	0	0	0	0	0	0	0	0	0	0.06021	0	0	0	0	0	0	0	0	0.4007	0	0	0	0	0	0	0	0	0	0	0	0.30113	0	0	8.39283	0	0
SRR3131977	0	0	0	0	0	0	0	0	61.13346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.22036	0.20901	0	0	0	0	0	0	0.05934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37784	0	0	0
SRR3131979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12492	0	0	0	0	0	0	0	0	0	0	0	96.88302	2.95058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04149	0	0
SRR3131981	0	49.11918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64214	0	0	0	0	0	0	0	0	0	0	0	0	46.66837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50101	0	0	0	0	0	0	0	0	0	0	0	2.9711	0.09819	0	0	0	0	0
