Sample	Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Atopobiaceae	Bacillaceae	Bacillales_unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Coriobacteriaceae	Corynebacteriaceae	Corynebacteriales_unclassified	Debaryomycetaceae	Dermabacteraceae	Desulfovibrionaceae	Dysgonamonadaceae	Eggerthellaceae	Enterobacterales_unclassified	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes_unclassified	Fusobacteriaceae	Hafniaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Malasseziaceae	Micrococcaceae	Moraxellaceae	Morganellaceae	Mycoplasmataceae	Neisseriaceae	Odoribacteraceae	Oscillospiraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Proteobacteria_unclassified	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharomycetaceae	Selenomonadaceae	Sphingobacteriaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Veillonellaceae	Xanthomonadaceae	Yersiniaceae
SRR3131983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.93109	0	0	0	0	0	0
SRR3131985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.18326	0.46163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0611	0	0	0	21.29401	0	0
SRR3131987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.97847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01816	0	0	0	0	0	0	0	0.02568	0.02659	0	0	22.95109	0	0
SRR3131989	0	0	0	0	0	0	0	0	39.21148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.44162	0.24245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10445
SRR3131991	0	0	0	0	0	0	0	0.02005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6201	16.40123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.31484	0	0	0	0	0	0	0	0	0	0	0	16.64377	0	0
SRR3131993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.93035	28.72152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34813	0	0	0	0	0	0
SRR3131995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.18147	36.74957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3131997	0	11.77603	0	0	0	0	0	0	0	0	7.20552	0	0	0	0	3.24608	0	0	0	0	0	0	0	0	0	0	0	11.89139	25.88452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.84794	0	0	0	0	0	0	0	0	0	0	0	0	6.78937	0	0	3.35915	0	0
SRR3131999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02336	0	0	0	0.34048	0	0	0	0	0	0	0	58.62843	36.44984	0	0	0	0	0	0	0	0	0	0	0.00649	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09527	0	0	0	0	0	0	0	0.05583	3.40031	0	0	0	0	0
SRR3132001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3569	0	0	0	0	0	0	0	0	0	0	0	89.48768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07088	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20476	8.66577	0	0	0.21401	0	0
SRR3132003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.72852	1.13322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77612	0	4.36214
SRR3132005	0	0	0	0	0	0	0	0	41.87666	0	0.92803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.48881	4.32891	0	0	0.16308	0	0	0	1.1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72398	0	0	1.33104
SRR3132007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.63856	16.36144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49775	0	0	0	0	0	0	0	0	0	0	0	0.14266	0	0	0	0	0	0	0	0	13.73246	24.46001	0	0	61.16712	0	0
SRR3132011	0	0.26659	0	0	0	0	0	0	0	0	16.38528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32908	0	10.48428	0.87822	0	1.71569	0	0	0	0	47.63327	0	0	0	0.00556	0	0	0	0	0	0	0	0	0	0.06383	0.26705	0	0	0	0	0	0	12.23193	0	0	0	0	0	0	0	9.73921	0	0
SRR3132013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01521	0	0	0	0	0	0	0	0	0	0	0	98.87863	1.10617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132015	0	0.9026	0	0	0	0	0	0	0	0	23.72608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.43489	1.86587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5532	0.83814	0	0	24.95836	0	0	0	4.47113	0	0	0	2.82331	0.42643	0	0	0	0	0
SRR3132017	0	0	0	0	0	0	0	0	50.72508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.14996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12497	0	0	0	0	0
SRR3132019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.60876	14.02519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36605	0	0
SRR3132021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12996	38.92073	0	0	0	0	0	0	0	0	0	0	0	0	0.01021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.93909	0	0	0	0	0	0
SRR3132023	0	0	0	0	0	0	0	0	0.01641	0	0	0	0	0	0	0	0	0	0	0.24177	0	0	7.34869	0	0	0	0	48.76761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22942	0	0	0	0.10171	0	0	0	0	0	0	0	6.5332	29.76119	0	0	0	0	0
SRR3132025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.39309	4.97325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.03023	0	0	0	0	0	0	0	0.42947	0	0	0	1.17396	0	0
SRR3132027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.9422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00831	0	0	0	0	0	0	0	0	0	0	0	0.24458	0.03878	0	0	56.76613	0	0
SRR3132029	0	1.50398	0	0	0	0	0	0.21229	0	0	0	0	0	0	0	0.00631	0	0	0	0	0	0	0.0038	0	0	0	0	47.4938	20.96309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63646	11.62297	0	0	17.5573	0	0
SRR3132031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39523	0	0	0	0	0	6.28228	26.54049	7.37187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.82584	0	0	0	0	0	0	0	4.5843	0	0	0	0	0	0
SRR3132033	0	0.39833	0	0	0	0	0	0.0427	0	0	0	0	0	0	0	2.52003	0	0	0	0	0	0	0	0	0	0	0	29.51931	52.52694	0	0	0	0	0	0	0	0.88034	0	0	0	0	0	0	0	0	0	0	1.22929	0	0	0.36785	0	0	3.4245	0	0	0	0	0	0	0	0	0	0	0	9.09072	0	0
SRR3132035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.64046	3.35954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.04322	0	0	0	0	0	31.02698	7.34105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85198	0	0	0	0	0	0	0	0.05504	0	0	0	4.68174	0	0
SRR3132039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94241	0	0	0	0.03036	0	0	0	0	0	0	0	82.68937	6.59176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15007	3.59602	0	0	0	0	0
SRR3132041	0	1.33325	0	0	0	0	0	0	0	0	37.74256	0	0	0	0	0.27312	0	0	0	0	0	0	0	0	0	0	0	31.32003	2.07232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03328	0	0	0	0	0	0	0	0	0	0	0	0.48027	2.8595	0	0	23.88566	0	0
SRR3132043	0	0.04399	0	0	0	0	0	0	0	0	1.23953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.14135	0.43471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01516	0	0	0	0.04841	0	0	0	0	0	0	0	0	0	0	0	1.07685	0	0
SRR3132045	0	0.5253	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30346	0	0	0	0	2.31416	0	0	0	0	0.42927	0	66.2233	0.79861	0	0	0	0	0	0	3.81624	0	0	0	0	0	0	0	0	0	0	0	0	0.71384	0.20651	0.43919	0	0	0.00271	0	0	0	0	0	0	0	0.0182	0.64658	0	19.42485	4.13777	0	0
SRR3132047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.70941	0	0	0	0.01408	0	0	0	0	0	0	0	44.46909	1.30006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17338	5.29146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.04252	0	0
SRR3132049	0	0	0	0	0	0	0	0	0	0	0.05112	0	0	0	0	0.54162	0	0	0	0	0	0	0	0	0	0	0	77.97608	3.18996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02775	0	0	0	0	0	0	0	0.75902	3.08255	0	0	8.37192	0	0
SRR3132051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15321	0	0	0	0	0	54.79164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.54962	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50554	0	0	0	0	0	0
SRR3132053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.72031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27969	0
SRR3132055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05344	0	0	0	0	0	0	0	75.96289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00894	0	0	0	4.07749	0	0	0	0	0	0	0	15.89724	0	0	0	0	0	0
SRR3132057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.92357	5.97217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.10426	0	0	0	0	0
SRR3132059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.58776	0	0	0	0	0	0	0	0	0	0	0	0	0	59.26214	0	0	0	0	0	0
SRR3132061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10282	0	0	0	0.47643	0	0	0	0	0	0	0	77.12251	14.58047	0	2.61569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40184	1.70024	0	0	0	0	0
SRR3132063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91595	0	0	0	0	0	0	0	0	0	0	0	96.29863	2.7709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0	0	0	0.01241
SRR3132065	0	0	0	0	0	0	0	0	43.77445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.17168	0.06726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98661
SRR3132067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.01196	6.26419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.8662	0	0	0	0	0	0	0	11.2761	1.15598	0	0	0.42558	0	0
SRR3132069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.99958	1.00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.22673	25.69833	0	0	0	0	0	0	0	0	0	0	0	1.40925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.53062	0.13507	0
SRR3132073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.52927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.19403	9.2767	0	0	0	0	0
SRR3132075	0	65.34283	0	0	0	0.82123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.42871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40723	0	0	0	0	0	0
SRR3132077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.03013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96987	0	0	0	0	0	0
SRR3132079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.96219	21.23922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13179	0	0	0	0	0	0	0	0	0	0	0	11.6668	0	0
SRR3132081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63253	0	0	0	0	0	0	0	0	0	0	0	0.03246	89.88329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09216	0	0	0	0	0	0	0	0	0.35213	0	0	0	0	0	0.00743
SRR3132083	0	0.06082	0	0	0	0	0	0	0	0	59.91656	0	0	0	0	0	0	0	0	0	0	0	0.00915	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7266	0	0	0	0	0	0	0	0	0	0	0	0	0.0267	0	0	0	28.29929	0	0	0	0	0	0	0	2.96114	0	0	0	3.99975	0	0
SRR3132085	0	12.45153	0	0	0	0	0	0	0	0	9.08406	0	0	0	0	0.60611	0	0	0	0.01189	0	0	0	0	0	0	0	38.20841	6.68224	0	0	0	0	0	0	0	2.08674	0	0	0	0	0	0	0	0	0	0	0	0	1.90562	0.13888	0	0	0	0	0	0	0	0	0	0	0	16.17027	0	0	12.65424	0	0
SRR3132087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398	0	0	0	0	0	0	0	97.73338	2.1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04531	0.08474	0	0	0	0	0
SRR3132089	0	0	13.10721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.72665	0.29457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02332	0	0	0	29.84825	0	0
SRR3132091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.49235	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.90542	0.208	0	0	0	0	0	0	62.41494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16325	0	0	0	0	0	0	0	0	0	0	0	9.93984	0.36857	0	0	0	0	0
SRR3132095	0	3.49041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46133	0	0	0	0	0	0	0	61.73369	30.7193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35874	0.02633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2102	0	0
SRR3132097	0	0	0	0	0	0	0	0	0	0	0	0.54369	0	0	0	0.46627	0	0	0	0	0	0	0	0	0	0	1.32044	42.82728	0.13326	0	0	1.71165	0	0	0	0.03114	0	0	0	0	0	0	0	0	0	0	0	2.27536	0	0	0.8251	0	0	0	0	0	0	0	0	0	0	0	14.47974	0	0	35.06152	0	0.32454
SRR3132099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95123	0	0	10.17649	0	0	0	0	22.75537	0	0	0	0	0	0	0	0	24.28024	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23284	0	0	0	0	0	0	0	0	0	0	37.60383	0	0	0	0	0	0
SRR3132101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74473	0	0	0	0	0	0	0	0	0	0.195	0	72.10012	0.29846	0	12.84654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39886	0.23064	0	0	0	0	0	0	0	0	0	0	0	0.08569	0	0	8.09997	0	0
SRR3132103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.99628	5.01521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666	0	0	0	0	0	0	0	0	0	0	0	3.98185	0	0
SRR3132105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.18722	58.61429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1985	0	0	0	0	0	0
SRR3132107	0	0	0	0	0	0	0	0	79.49498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.55993	0.94509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
SRR3132111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.33478	11.47886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1729	0.0419	0	0	2.43681	0	0.53474
SRR3132113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.36075	0.0194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4291	0	4.19075
SRR3132115	0	0	0	0	0	0	0	0	32.34628	0	1.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.20483	3.01328	0	0	0.08484	0	0	0	1.32187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.41924	0	0	2.53844
SRR3132117	0	0	0	0	0	0	0	0	57.39053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.60947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60566	0	0	0	0	0	0	0	0	0	0	0	62.51819	9.86222	0	3.28777	0	0	0	0	0	0	0	0	0	0	0.09329	0	0	0	0	0	0	0	0	1.27068	0	0	0	0	0	0	0	0	0	0	0	5.7381	0	0	11.28234	0	1.34177
SRR3132121	0	0	0	0	0	0	0	0	60.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.80472	0.19398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132127	0	0	0	0	0	0	0	0	0	0	40.45055	0	0	0	0	0	0	0	0	3.20223	0	0	0	0	0	0	0	51.22133	1.28399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0508	0	0	0.05773	0	0	3.73337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.10504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89496	0	0	0	0	0	0
SRR3132131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2067	0	0	0	0	0	0	0	0	0.20776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.26072	0	0	0	0	0	0	0	0	0	0	0	0	0	78.24892	0.0759	0	0	0	0	0
SRR3132133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132135	0	0	0	0	0	0	0	0	0	0	14.80256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.64255	5.23986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28333	0	0	0	0	0	0	0	0	0	0	0	0.0317	0	0	0	0	0	0
SRR3132137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.52048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91636	0	0	0	0	0	0.03514	0.05082	0	0	0	0	67.4772
SRR3132139	0	0	0	0	0	0	0	0	43.13208	0	10.69347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7576	4.60001	0	0	0	0	0	0	2.594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0.38832	0	7.67318	0	0	3.15284
SRR3132141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.97131	0.02869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132143	0	0	0	0	0	0	0	0.01011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21887	2.75639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.63864	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16507	1.54363	0	0	53.34854	0	1.31876
SRR3132145	0	0	0	0	0	0	0	0	71.48916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.71899	5.19243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22514	0	0	0	0	0	85.38543	14.24693	0	0	0	0	0	0	0	0	0	0	0	0	0.11474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02775	0	0	0	0	0	0
