Sample	Acinetobacter	Actinomyces	Aeriscardovia	Aeromonas	Anaerococcus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atlantibacter	Atopobium	Bacteroides	Bifidobacterium	Blautia	Campylobacter	Candida	Citrobacter	Clostridioides	Clostridium	Collinsella	Coprobacillus	Corynebacterium	Cronobacter	Cutibacterium	Denitrobacterium	Dermabacter	Dialister	Eggerthella	Enorma	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Faecalibacterium	Finegoldia	Flavonifractor	Fusicatenibacter	Fusobacterium	Gemella	Gordonibacter	Granulicatella	Haemophilus	Hafnia	Intestinibacter	Klebsiella	Kluyvera	Lachnoclostridium	Lactobacillus	Lactococcus	Leclercia	Leuconostoc	Malassezia	Megasphaera	Mixta	Morganella	Morococcus	Mycoplasma	Negativicoccus	Neisseria	Pantoea	Parabacteroides	Paraclostridium	Peptococcus	Peptoniphilus	Peptostreptococcus	Pluralibacter	Prevotella	Proteus	Pseudomonas	Rahnella	Ralstonia	Raoultella	Rhodococcus	Roseburia	Rothia	Ruminococcaceae_unclassified	Ruthenibacterium	Scardovia	Serratia	Staphylococcus	Stenotrophomonas	Streptococcus	Terrisporobacter	Ureaplasma	Varibaculum	Veillonella
145.01_20b	0	0	0	0	0	0	0	0	0	0	0	0.00342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.52958	0	0	82.42006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04695	0	0	0	0	0	0
145.01_24	0	0	0	0	0	0	0	0	0	0	0	1.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35092	0	0	97.01479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_26	0	0	0	0	0	0	0	0	0	0	0	7.2886	0	0	0	0	0	0	0	0	0	0	0	0	0.00704	0	0	0	0	10.68664	0	0	82.01772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_27	0	0	0	0	0	0	0	0	0	0	0	0.04934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0821	0	0	99.86856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.82838	0	0	84.17162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_36.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_38.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67104	0	0	0	1.14009	0	0	0	0	0	0	0	0	96.3206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82707	0	0.04119	0	0	0	0
145.01_53.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02534	0	0	0	0	0	0	0	0	0	0	0	99.81675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15791	0	0	0	0
145.01_54.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.36208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63792	0	0	0	0
145.01_55.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.83567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.16433	0	0	0	0
151.01_20.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72522	0	0	0	0.03851	0	0	0	0	0	0	0	0	53.17597	0	0	46.0603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151.01_22.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
151.01_41.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0	0	3.99922	0	0	0	0	0	0	0	0	0	0	0	73.62326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84466	0	1.09834	0	0	0	20.43154
151.01_42.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.54057	0	0	0	0	0	0	0	0	0.03709	0	0	8.81797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86453	4.34161	0	15.80195	0	0	0	36.59628
151.01_81.38	0	0	0	0	0.84284	0	0	0	0	0	0	0	0	0	0	0	0	1.66939	0	0	0.03356	0	0	0	0	0	0	0	0	23.56737	0	0	0	0	0	0	0	0	0	0	0	4.05341	0	0	11.68846	0	0	11.93678	0	0	0	0	0	0	0	0	0	0.5804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48724	0	0	0.01132	0	0	0.02106	44.10817
155.01_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.39092	0	0	0	0	0	0	0	0	0	0	0.02376	12.52907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.95251	0	0	0.02016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.04065	0	0	0	0	0	0	0	0	0	0	0	0.04294	0	0	0	0	0	0
155.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.03023	0	0	0	0	0	0	0	0	0	0	0	5.85776	0	2.27905	0.02498	0	0	0	0	0	0	0	0	0	0	0	69.17676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155.01_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.76836	0	0	0	0	0	0	0	0	0	0	0.02938	4.98047	0	0.91655	0.93152	0	0	0	0	0	0	0	0	0	0	0	68.12933	0	0	0.06719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95262	0	0	0	0	0	0	0	0	0	0	0	0.04742	0	0.17717	0	0	0	0
155.01_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23547	29.49613	0	0	0	0	0	0	0	0	0	0	0.11292	3.86589	0	2.86754	1.25077	0	0	0	0	0	0	0	0	0	0	0	57.94962	0	0	0.3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77539	0	0	0	0	0	0	0	0	0	0	0	0.01868	0	0.06019	0	0	0	0
155.01_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38727	4.09103	0	0	0	0	0	0	0	0	0	0	0.02071	39.11677	0	4.69733	2.57909	0	0	0	0	0	0	0	0	0	0	0	42.10338	0	0	0.04523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50371	0	0	0	0	0	0	0	0	0	0	0	0.08279	0	0.37267	0	0	0	0
155.01_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48729	16.25963	0	0	0	0	0	0	0	0	0	0	0	23.40111	0	10.73024	6.59505	0	0	0	0	0	0	0	0	0	0	0	32.8065	0	0	1.90395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92787	0	1.88836	0	0	0	0
155.01_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78974	12.97123	0	0	0	0	0	0	0	0	0	0	0	24.39703	0	13.40245	7.5326	0	0	0	0	0	0	0	0	0	0	0	36.53111	0	0	0.72643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64358	0	0	0	0
175.01_22.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.87981	13.79298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38256	0	0	0	0
175.01_35.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	57.0952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2043	0	0.69768	0	0	0	0
175.01_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03082	0	0	0	0	0	0	0	0	96.42465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4597	0	0.08483	0	0	0	0
175.01_79.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04098	0	0	0	0	0	0	0	0	0	0	39.37151	36.77876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28702	0	0	0	0	0.0474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16243	0	0.10963	0	0	0	23.20228
175.01_81.86	0	0.1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0993	0	0	0	0	1.71887	0	0	0	0	0	16.83333	65.09848	0	0	0	0	0	0	0	0	0.02461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06024	0	0	0	0	0.01131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542	0	0	0	0	0.5324	0	5.18884	0	0	0	8.24002
175.01_82.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37976	0	0	0	0	0.31879	0	0	0	0	0	17.03278	48.0824	0	0	0	0	0	0	0	1.42552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04259	0	7.52427	0	0	0	21.373
176.01_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02712	0	0	0.00872	0	0.02136	0	0	0	0	0	0	0.05982	0	0.02356	0	0	0.01369	0	0	0	0	0	0	0.15521	0	0	0.08858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.60193	0	0	0	0	0	0
176.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.56156	0	0	0	0	0	0
176.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.44094	0	0	0	0	0	0	28.65918	0	0	0	0	0.18578	0	0	0	0.00849	0	0	0.53568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87208	0	0	0	0	0	12.29786
176.01_33	0	0	0	0	1.19073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05784	0	3.84654	0	0	0	0	0	0	31.43336	0	0	0	0	0.27795	0	0	0	0.00452	0	0	0.38591	0	0	0	0	0	0	0	0	0	0	1.69358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56069	0	0	0	0	0	0	0	0	0	0	0	0	7.54704	0	0.02193	0	0	0	52.97991
176.01_37	0	0	0	0	3.66863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04477	0	3.56976	0	0	0	0	0	0	30.87657	0	0	0	0	1.634	0	0	0	0.03219	0	0	0.21828	0	0	0	0	0	0	0	0	0	0	1.32564	0	0	0	0	0	0	0	0	0	0	0.00588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23758	0	0	0	0	24.18559	27.20111
176.01_43	0	0	0	0	3.05556	0	0	0	0	0	0	0	0	0	0	0	0	2.934	0	0	0.36048	0	1.31329	0	0	0	0	0	0	38.17562	0	0	0	0	0.21357	0	0	0	0.00863	0	0	0.36027	0	0	0	0	0	0	0	0	0	0	1.6687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38465	0	18.9447	0	0	3.88591	27.69461
176.01_48	0	0	0	0	2.90441	0	0	0	0	0	0	0	0	0	0	0	0	9.53755	0	0	0.01501	0	0.51731	0	0	0	0	0	0	39.19773	0	0	0	0	0.27175	0	0	0	0.00243	0	0	0.50071	0	0	0	0	0	0	0	0	0	0	0.26638	0	0	0	0	0.00562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36225	0	13.84144	0	0	3.61212	24.96529
198.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15799	0.34468	0	0	71.55108	0	0	0	0	0	0	0	0	0	0	0	24.54644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198.01_29.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.26522	0.25398	0	0	75.36103	0	0	0	0	0	0	0	0	0	0	0	12.00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198.01_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.92073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12996	0	0	0	0	0	0	0	0	0	0.01021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.93909	0	0	0	0	0	0
198.01_77.4	0	0	0	0	0	1.34011	0	0	0	0	0	0	0	0	0	0	1.30351	2.13565	0	0	0	0	0	0	0	0	0	0	0	1.23045	0	0	92.61371	0	0	0	0	0	0	0	0	0	0	0	1.09822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06012	0	0	0	0	0	0	0	0	0.00522	0	0	0	0	0	0	0.04514	0	0	0	0.16787
205.01_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.49879	29.50121	0	0	0	0	0	0
205.01_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55753	0	0	0	0	88.60442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42781	2.41024	0	0	0	0	0	0
205.01_18	0	0.06409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.75209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07721	0	0	0	7.83395	2.22517	0	1.24519	0	0	0	0
205.01_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20936	0	0	0.17559	0	0	0	0	0	0	0	0	0	0	0	94.33416	0	0.00516	0	0	0.01575	0	0	0	0	0	0	0	0	0	2.42255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08179	0	0	0	0	0	0	0	0	0	0	0.4657	2.22652	0	0.06343	0	0	0	0
205.01_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61999	0	0	0	2.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.22985	0	0	0	0.5608
205.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98941	0	0.39344	0	0	0	0	0	0	0.06681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62987	0	0	0.09492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59528	0	0	0	0	0	0	0	0	10.06965	0	84.16062	0	0	0	0
205.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85079	0	0.0086	0.77399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06208	0	0	0	0	0	0	0	0	42.76797	0	54.02471	0	0	0	0
205.01_29.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92656	0	0	0.09233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.11476	0	69.86634	0	0	0	0
205.01_30.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4517	0	0	0.40993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.23607	0	62.9023	0	0	0	0
205.01_31a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.26256	0	0.73744	0	0	0	0
205.01_31b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.6168	0	0.38109	0	0	0	0
205.01_36.09a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50386	0	0	0	0	0	0	0	1.05165	0	0	0	0	56.58899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49387	37.1276	0	0	0	0	0	0
205.01_36.09b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9474	0	0	0	0	0	0	0	1.15543	0	0	0	0	46.83253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54616	45.96147	0	0.12874	0	0	0	0
205.01_38.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74262	0	0	0	0	0	0	0	0	0	0	0	0	21.94422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.67384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31208	0	0	0.32724	0	0	0	0
205.01_39.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68132	0	0	0	0.24402	0	0	0	0	0	0	0	0	43.81882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83592	0	0	0.47542	0	0	0	1.0128
205.01_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
205.01_64.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05755	0.42718	0	0	0.08523	0	0	0	0	0	0	0	0	86.49516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23208	0	0	0	0	0	0	0	0	0	1.36916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2062	0	0	0	1.12743
205.01_66.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38969	0.53437	0	0	0.57391	0	0	0	0	0	0	0	0	83.94524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37233	0	0	0	0	0	0	0	0	0	5.17855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16269	0	0	0	2.84322
209.01_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44874	0	0	0	0	2.10971	0	0	0	0	0	0.45797	9.23244	0	0	0	0	0	0	0	0	0	0	0	0	1.4273	0	66.5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31904	0	0.00508	0	0	0	17.49862
209.01_34	0	0	0	0	0	0	0	0	0	0	0	0.35565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.42131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0338	0.03971	0.14953	0	0	0	0
209.01_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.87801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0	0.11769	0	0	0	0
209.01_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.86614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02116	0.04432	0.06838	0	0	0	0
209.01_46	0	0	0	0	0	0	0	0	0	0	0	2.09634	0	0	0	0	0	0	0	0	0	0	1.11484	0	0	0	0	0	0.08423	28.87885	0	0	0	0	0	0	0	0	0	0	0	0	2.95252	0	64.42505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38852	0	0.05965	0	0	0	0
209.01_50	0	0	0.00118	0	0	0	0	0	0	0	0	18.69569	0	0	0	0	0	0	0	0	0	0	2.60856	0	0	0	0	0	0.0177	8.51294	0	0	0	0	0	0	0	0	0	0	0	0	1.21277	0	68.81605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06076	0	0.07434	0	0	0	0
209.01_56	0	0	0	0	0	0	0	0	0	0	0	29.64626	0	0	0	0	0	0	0	0	0	0	2.51266	0	0	0	0	0	0.05395	19.97316	0	0	0	0	0	0	0	0	0	0	0	0	2.11909	0	44.74322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00259	0	0	0	0	0	0	0.94907	0	0	0	0
211.01_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.61394	0	5.27767	0	0	0	0
211.01_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.73214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06152	0	0	0	0	0	0	0	0	30.20634	0	0	0	0	0	0
