Sample	Acinetobacter	Actinomyces	Aeriscardovia	Aeromonas	Anaerococcus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atlantibacter	Atopobium	Bacteroides	Bifidobacterium	Blautia	Campylobacter	Candida	Citrobacter	Clostridioides	Clostridium	Collinsella	Coprobacillus	Corynebacterium	Cronobacter	Cutibacterium	Denitrobacterium	Dermabacter	Dialister	Eggerthella	Enorma	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Faecalibacterium	Finegoldia	Flavonifractor	Fusicatenibacter	Fusobacterium	Gemella	Gordonibacter	Granulicatella	Haemophilus	Hafnia	Intestinibacter	Klebsiella	Kluyvera	Lachnoclostridium	Lactobacillus	Lactococcus	Leclercia	Leuconostoc	Malassezia	Megasphaera	Mixta	Morganella	Morococcus	Mycoplasma	Negativicoccus	Neisseria	Pantoea	Parabacteroides	Paraclostridium	Peptococcus	Peptoniphilus	Peptostreptococcus	Pluralibacter	Prevotella	Proteus	Pseudomonas	Rahnella	Ralstonia	Raoultella	Rhodococcus	Roseburia	Rothia	Ruminococcaceae_unclassified	Ruthenibacterium	Scardovia	Serratia	Staphylococcus	Stenotrophomonas	Streptococcus	Terrisporobacter	Ureaplasma	Varibaculum	Veillonella
1117.01_20	0	0	0	0	0	0	0	0	2.12703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07471	19.68112	0	0	0	0	1.94219	0	0	0	0	0	0	0	7.82416	0	39.80075	0	0	0	0.18559	0	0	0	0	0	0	0	0	0.31669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47141	0	0	0	0	0	26.57635
1117.01_30	0	0	0	0	0	0	0	0	10.90434	0	0	4.97819	0	0	0	0	0	0	0	0	0	0	0.16909	0	0	0	0	0	11.73245	36.83849	0	0	0.0121	0	3.98114	0	0	0	0	0	0	0	11.71215	0	9.39288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4316	0	0	0	0	0	9.84755
1117.01_35	0	0	0	0	0	0	0	0	0	0	0	0.04096	0	0	0	0	0	0	0	0	3.7004	0	0.21053	0	0	0	0	0	3.51392	47.09776	0	0	0.01266	0	0.02011	0	0	0	0	0	0	0.03451	0.01546	0	38.26551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17699	0	0	0	0	6.9112	0	0	0	0	0	0
1117.01_36	0	0	0	0	0	0	0	0	0.10446	0	0	0	0	0	0	0	0	0	0	0	2.79667	0	0.00161	0	0	0	0	0	8.42622	47.3004	0	0	0	0	0	0	0	0	0	0	0	0.00577	0	0	34.33922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07807	0	0	0	0	6.94759	0	0	0	0	0	0
1117.01_37	0	0	0	0	0	0	0	0	7.52009	0	0	0	0	0	0	0	0	0	0	0	0.68763	0	0	0	0	0	0	0	24.10524	18.37011	0	0	0	0	0	0	0	0	0	0	0	0.27281	0.13492	0	46.47551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43368	0	0	0	0	0	0
1117.01_41	0	0	0	0	0	0	0	0	2.82168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.34516	2.35707	0	0	0.0172	0	0	0	0	0	0	0	0	0	0.80099	0	26.13553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.52237
1117.01_45	0	0	0	0	0	0	0	0	2.39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.53455	11.33059	0	0	0.02072	0	0	0	0	0	0	0	0	0	1.65863	0	41.40138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05181	0	0	0	0	0	24.60476
1117.01_48	0	0	0	0	0	0	0	0	3.2049	0	0	0	0	0	0	0.01041	0	0	0	0	0.0207	0	0.01172	0	0	0	0	0	3.9585	28.82057	0	0	0	0	0	0	0	0	0	0	0	0	2.81752	0	31.34429	0	0	0	0.00699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11208	0	0.00661	0	0	0	29.67083
112.01_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552	0	0	0	0	0	0.43197	10.63078	0	0	42.46264	0	0	0	0	0	0	0	0	0.06948	0	0	45.32387	0	0	0	0	0	0	0	0	0	0	0.01425	0	0	0.01047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01045	0	0	0	0	0.28336	0	0.47317	0	0	0	0.23435
112.01_39	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03101	0	0.17217	0	0	0	0	0	0	0.24848	0	0	68.41225	0	0	0	0	0	0	0	0	0	0	0	23.20194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17585	0	1.15454	0	0	0	6.56508
112.01_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02368	0	0.04081	0	0	0	0	0	0	0	0	0	44.15308	0	0	0	0	0	0	0	0	0.03284	0	0	50.16303	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285	0	1.21663	0	0	0	4.01521
112.01_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.62838	0	0	0	0	0	0	0	0	0	0	0	75.19898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07469	0	0	0	0.09795
112.01_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.19287	0	0	0	0	0	0	0	0	0	0	0	44.78642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207	0	0	0	0
112.01_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54913	0	0	0	0	0	0	0	0	0	0	0	8.82567	0	0	10.05459	0	0	0	0	0	0.01768	0	0	0.11948	0	0.27097	59.36918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02334	0	0	0	0	0.26579	0	2.45332	0	0	0	14.05086
1168.01_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89175	0	0	0	0	0	0	0	0	50.12088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.25702	8.18717	0.53314	0	0	0	0
1168.01_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.32969	0	0	5.81131	0	0	0	0	0	0	0	0	37.73723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.06704	0.00736	0.04736	0	0	0	0
1168.01_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75785	0	0	2.28468	0	0	0	0	0	0	0	0	1.50629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.23346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.21772	0	0	0	0	0	0
1168.01_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03985	0	0	5.19766	0	0	0	0	0	0	0	0	0	0	0	94.6796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08288	0	0	0	0	0	0
1168.01_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	1.43271	0	0	8.33251	0	0	0	0	0	0	0	0	0	0	0	90.18812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266	0	0	0	0	0	0
1168.01_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.4727	12.48205	0.02243	0	0.02282	0	0
117.01_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6564	0	0	0	0	0	0	0	0	0	0	0	0	0.12865	3.12074	0	0	0.04412	0	0	0	0	0	0	0	0	0	0	0	88.98443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06566	0	0	0	0	0	0
117.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3125	0	0	0	0	0	0	0.00723	0	0	0	0	0	0.03195	3.44245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.13845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06741	0	0	0	0	0	0
117.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98393	0	0	0	0	0	0	0	0	0	0	0	0	0.04811	2.92203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.83481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21113	0	0	0	0	0	0
117.01_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01457	0	0	0	0	0	0	1.45699	0	0	0	0	0	0.05064	24.43434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.79652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24694	0	0	0	0	0	0
117.01_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.791	0	0	0	0	0	0	7.13132	0	0	0	0	0	0	48.18101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09186	0	0	0	0	0	0
117.01_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4823	0	0.06723	0	0	0	0	6.80981	0	0	0	0	0	0.52621	62.24661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.65154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53528	0	0.61942	0	0	0	0.06159
117.01_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50641	0	0	0	0	0	0	6.43124	0	0	0	0	0	0.01431	62.87684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.56102	0	0	0	0	0.02104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58914	0	0	0	0	0	0
130.01_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.89474	0	0	32.10526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130.01_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.53903	0	0	53.36884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09213	0	0	0	0	0	0	0	0	0	0	0
130.01_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97682	0	0	0	0.02435	0	0.3228	0	0	0	0	0	0	22.58347	0	0	73.53793	0	0	0	0	0	0	0	0	0	0	0	0.09521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13661	0	0	0	0	0	0.26882	0	0	0	0	0	0	1.03048	0	0	0	0.02353
130.01_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64063	0	0	0	0.10671	0	14.00634	0	0	0	0	0	0	68.44986	0	0	11.44398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01077	0	0	0	0	0	0	0	0	0	0	1.23648	0	0	0	4.10524
130.01_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57398	0	0	0	0	0	0.00907	85.47237	0	0	13.6356	0	0	0	0	0	0	0	0	0	0	0	0.03592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19185	0	0	0	0.08121
130.01_45	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.40103	0	0	13.55528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04106	0	0	0	0
130.01_46a	0	0.02161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	92.96761	0	0	6.53749	0	0	0	0	0	0	0	0	0	0	0	0.04901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35033	0	0	0	0.06656
130.01_46b	0	0.01322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00824	0	0	0	0	0	0	91.89407	0	0	7.83503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20959	0	0	0	0.03984
130.01_47a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.53094	0	0	32.2807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05155	0	0	0	0	0	0	0.05374	0	0	0	0.08307
130.01_47b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59246	0	0	0	0	0	0	0	0	0.00133	0	1.35552	69.36442	0	0	21.71025	0	0	0	0	0	0	0	0	0	0	0	3.7688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01536	0	0	0	0	0.00876	0	2.75731	0	0	0	0.4258
130.01_49a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.18894	0	0	0.61171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11033	0	0	0	0	0	0.08902	0	0	0	0	0	0	0	0	0	0	0
130.01_49b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.20529	0	0	0.32263	0	0	0	0	0	0	0	0	0	0	0	0.04809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27747	0	0	0	0	0	0.14653	0	0	0	0	0	0	0	0	0	0	0
130.01_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03957	0	0	0	0	0	0	0	0	97.20393	0	0	2.68446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0.06479	0	0	0	0	0	0
130.01_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.43481	0	0	0.86222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60225	0	0	0	0	0	0	0	0	0	0	0.10072	0	0	0	0	0	0
130.01_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.61928	0	0	0.19114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18958	0	0	0	0	0	0
130.01_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.41337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.13031	0	0.02801	0	0	0	0	0	0	0	0	3.42832	0	0	0	0	0	0
130.01_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01172	0	0	0	0	0	0	98.57097	0	0	0.1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0665	0	0	0	0	0	0	0	0	0	0	0.1521	0	0	0	0	0	0
134.01_10	0	0	0	0.08896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.91104	0	0	0	0	0	0
134.01_14	0	0	0	0.02972	0	0	0	0	0	0	0	0	0	0	0	0.05715	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.30092	0	4.13243	0	0	0	0
134.01_16	0	0.04646	0	0.61805	0	0	0	0	0	0	0	0	0	0	0	0.12936	0	0	0	0	0	0	0.4543	0	0	0	0	0	6.47959	30.14144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.29031	0	11.34389	0	0	0	3.24456
134.01_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.59667	8.64043	0	0	70.13107	0	0	0	0	0	0	0	0	0	0	0	2.65351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02604	0	0	0	0	0	0	0	0	0	0	1.39601	0	0.55626	0	0	0	0
134.01_2	0	1.23537	0	0	0	0	0	0	0	0	0	0.63605	0	0	0	2.7264	0	0	0	0	0	0	5.86406	0	0	0	0	0	0	8.19065	0	0	6.53785	0	0	0	0	0	0	0	0	0	0	0	59.83554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88676	0	0	0	13.20038
134.01_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16711	0	0	0	0	0	0	0	0	0	0	0	0	5.31192	6.54043	0	0	55.21439	0	0	0	0	0	0	0	0	0	0	0	10.9993	0	0	0	0	0	0	0	0	0	0	0	0	9.41474	0	0	0	0	0	0	0	0	0	0	0.09716	0	0	0.00546	0	0	0.07043	0	0	0	0	1.45549	0	10.72357	0	0	0	0
134.01_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0528	7.5031	20.18333	0	0	0	0	0	0	0	0	0	0	9.27953	23.56728	0	0	12.60722	0	0	0	0	0	0	0	0	0	0	0	25.35491	0	0	0	0	0	0	0	0	0	0	0	0	0.53753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02861	0	0	0	0	0.10827	0	0.77741	0	0	0	0
137.01_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20746	0	0	0.60886	0	0	0	0	0	0	0	0	0	0	0	0.80688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.69052	6.77013	0	0	0	0	0	0.18323
137.01_12.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.8418	0.6859	0	0	0	0	0	0
137.01_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.42228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.56269	0	35.83684	0	0	0	0.03056
137.01_15	0	0.00671	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03616	0	0	0	0	0	0	0.05631	0	0	0	0	0	0	0.22498	0	0	0.07247	0	0	0	0	0	0	0	0	0	0	0	1.05026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.72394	0	59.04215	0	0.23086	0	0.49703
137.01_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0437	0	0	0	0	0	3.98089	0	0	0	0	0	0	0	0	0.98174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.86219	0	0.13148	0	0	0	0
137.01_17.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05011	0	0	0	0	0	2.51342	0	0	0	0	0	0	0	0	1.51336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.80517	0	0.11795	0	0	0	0
137.01_18.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81301	0	0	0	0	0	0	0	0	86.10884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2846	4.79354	0	0	0	0	0	0
137.01_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.16281	0	0	0	0	0	0	0	0	49.48631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30625	35.42593	0	0.6187	0	0	0	0
137.01_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67014	0	0	0	0	0	0.01439	0	0	0	0	0	0	0	0	19.24241	0	0	0.01223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07078	0	0	0.38405	0	0.12968	0	0	0	0	0	0	0	0	4.4156	0	73.24909	0	0	0	0
137.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30201	0	0	0	0	0	0.29963	0	0	0	0	0	0	0	0	1.33454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52995	0	0	0	2.61435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92402	0	86.36985	0	0	0	1.49395
137.01_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13629	0	0	0	0	0	0.00671	0	0	0	0	0	0	0	0	0.72214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.00582	0	2.05064	0	0	0	0
137.01_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55133	0	0	0	0	0	0.4373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.35729	15.61	0	0	0	0	0	0
137.01_69.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00592	0	46.68119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.69071	0	0	0	0	0	0
145.01_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.01_20.86	0	0	0	0	0.42257	0	0	0	0	0	0	1.45886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18166	0	0	93.4393	0	0.17164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	2.29872
145.01_20a	0	0	0	0	9.23317	0	0	0	0	0	0	14.44626	0	0	0	0	0	0	0	0	0	0	0.67427	0	0.10124	0	0	0	0	17.56912	0	0	51.6245	0	2.44954	0	0	0.0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02321	0	0	0	0	0.11039	0.07616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08242	0	0	0	0	1.07064	2.52298
